# Residuals    
# Time         	p              	sigmaxx        	sigmaxy        	sigmayy        	sigmazz        
16.49          	1.98373800e-01	5.07137590e-05	8.78387060e-05	8.44578340e-05	0.00000000e+00
16.495         	6.37737830e-02	5.06172060e-05	8.75925380e-05	6.16922200e-05	0.00000000e+00
16.5           	1.00068910e-01	5.05201130e-05	8.73457090e-05	7.91812770e-05	0.00000000e+00
16.505         	2.30542860e-01	5.04224880e-05	8.70982320e-05	7.98741900e-05	0.00000000e+00
16.51          	1.99134580e-01	5.03243220e-05	8.68500950e-05	9.80435450e-05	0.00000000e+00
16.515         	1.47148750e-01	5.02256160e-05	8.66012970e-05	7.83299170e-05	0.00000000e+00
16.52          	6.27611160e-02	5.01263820e-05	8.63518610e-05	7.46387270e-05	0.00000000e+00
16.525         	1.18964520e-01	5.00266210e-05	8.61017870e-05	1.38084520e-04	0.00000000e+00
16.53          	1.82714290e-01	4.99263390e-05	8.58510880e-05	9.15298830e-05	0.00000000e+00
16.535         	2.36120800e-01	4.98255250e-05	8.55997430e-05	1.49085600e-04	0.00000000e+00
16.54          	5.33466350e-01	4.97241970e-05	8.53477860e-05	1.29271660e-04	0.00000000e+00
16.545         	1.02955220e-01	4.96223490e-05	8.50952040e-05	1.60793940e-04	0.00000000e+00
16.55          	7.76529940e-02	4.95199780e-05	8.48419940e-05	1.39437410e-04	0.00000000e+00
16.555         	1.37242510e-01	4.94171020e-05	8.45881880e-05	7.94861440e-05	0.00000000e+00
16.56          	3.37015400e-01	4.93137130e-05	8.43337700e-05	1.02616650e-04	0.00000000e+00
16.565         	9.55238380e-02	4.92098100e-05	8.40787400e-05	1.52485730e-04	0.00000000e+00
16.57          	1.95821240e-01	4.91054090e-05	8.38231270e-05	1.52279270e-04	0.00000000e+00
16.575         	2.90618780e-01	4.90004980e-05	8.35669070e-05	1.65535820e-04	0.00000000e+00
16.58          	6.81856620e-02	4.88950940e-05	8.33101140e-05	1.28255370e-04	0.00000000e+00
16.585         	7.66266380e-02	4.87891830e-05	8.30527230e-05	1.76088580e-04	0.00000000e+00
16.59          	1.44511200e-01	4.86827800e-05	8.27947580e-05	2.01913650e-04	0.00000000e+00
16.595         	1.17537050e-01	4.85758850e-05	8.25362210e-05	1.58422110e-04	0.00000000e+00
16.6           	1.08266010e-01	4.84684990e-05	8.22771150e-05	1.46047540e-04	0.00000000e+00
16.605         	1.94214930e-01	4.83606260e-05	8.20174440e-05	1.60236780e-04	0.00000000e+00
16.61          	1.42799750e-01	4.82522730e-05	8.17572220e-05	1.36466890e-04	0.00000000e+00
16.615         	1.41946220e-01	4.81434280e-05	8.14964300e-05	1.67667830e-04	0.00000000e+00
16.62          	1.15539370e-01	4.80341050e-05	8.12350910e-05	1.07675910e-04	0.00000000e+00
16.625         	1.56435250e-01	4.79243110e-05	8.09732170e-05	1.41216530e-04	0.00000000e+00
16.63          	1.29189110e-01	4.78140330e-05	8.07107860e-05	1.14220050e-04	0.00000000e+00
16.635         	1.49596060e-01	4.77032900e-05	8.04478320e-05	1.46611170e-04	0.00000000e+00
16.64          	1.36973750e-01	4.75920740e-05	8.01843410e-05	1.18839020e-04	0.00000000e+00
16.645         	3.43826150e-01	4.74803900e-05	7.99203220e-05	1.27310170e-04	0.00000000e+00
16.65          	1.24707170e-01	4.73682400e-05	7.96557790e-05	1.21735580e-04	0.00000000e+00
16.655         	1.77804660e-01	4.72556280e-05	7.93907180e-05	1.20694650e-04	0.00000000e+00
16.66          	1.69557790e-01	4.71425510e-05	7.91251340e-05	1.49233200e-04	0.00000000e+00
16.665         	1.38291200e-01	4.70290260e-05	7.88590580e-05	1.45578790e-04	0.00000000e+00
16.67          	8.21887450e-02	4.69150370e-05	7.85924630e-05	1.77659240e-04	0.00000000e+00
16.675         	1.97224940e-01	4.68006000e-05	7.83253750e-05	1.59560470e-04	0.00000000e+00
16.68          	1.70517660e-01	4.66857140e-05	7.80577930e-05	1.15977740e-04	0.00000000e+00
16.685         	9.09689320e-02	4.65703860e-05	7.77897310e-05	1.37936920e-04	0.00000000e+00
16.69          	9.09390100e-02	4.64546110e-05	7.75211770e-05	1.18832890e-04	0.00000000e+00
16.695         	1.90857060e-01	4.63383870e-05	7.72521320e-05	1.20883750e-04	0.00000000e+00
16.7           	1.95033440e-01	4.62217270e-05	7.69826160e-05	1.18834070e-04	0.00000000e+00
16.705         	1.40717650e-01	4.61046360e-05	7.67126400e-05	9.44960430e-05	0.00000000e+00
16.71          	4.49429890e-01	4.59871020e-05	7.64421830e-05	1.01948000e-04	0.00000000e+00
16.715         	3.06945470e-01	4.58691390e-05	7.61712670e-05	1.18225980e-04	0.00000000e+00
16.72          	1.89913540e-01	4.57507480e-05	7.58998960e-05	9.59029280e-05	0.00000000e+00
16.725         	1.39858090e-01	4.56319360e-05	7.56280810e-05	1.22807390e-04	0.00000000e+00
16.73          	9.67028220e-02	4.55126910e-05	7.53558030e-05	1.05634340e-04	0.00000000e+00
16.735         	1.39668680e-01	4.53930270e-05	7.50830860e-05	9.66722090e-05	0.00000000e+00
16.74          	3.62934440e-01	4.52729500e-05	7.48099400e-05	9.75613890e-05	0.00000000e+00
16.745         	1.17706870e-01	4.51524480e-05	7.45363460e-05	8.58993370e-05	0.00000000e+00
16.75          	9.85287210e-02	4.50315390e-05	7.42623340e-05	9.08999070e-05	0.00000000e+00
16.755         	3.29420020e-01	4.49102170e-05	7.39878940e-05	9.56249530e-05	0.00000000e+00
16.76          	1.08721100e-01	4.47884850e-05	7.37130310e-05	1.62732790e-04	0.00000000e+00
16.765         	1.29817250e-01	4.46663410e-05	7.34377440e-05	1.10381500e-04	0.00000000e+00
16.77          	1.24704060e-01	4.45438020e-05	7.31620590e-05	8.14603970e-05	0.00000000e+00
16.775         	7.68040290e-02	4.44208550e-05	7.28859560e-05	9.77989350e-05	0.00000000e+00
16.78          	1.82792810e-01	4.42975170e-05	7.26094640e-05	1.11528020e-04	0.00000000e+00
16.785         	1.42133310e-01	4.41737800e-05	7.23325700e-05	1.34964900e-04	0.00000000e+00
16.79          	9.41026000e-02	4.40496440e-05	7.20552740e-05	1.05466020e-04	0.00000000e+00
16.795         	2.33515150e-01	4.39251190e-05	7.17775950e-05	1.50213320e-04	0.00000000e+00
16.8           	3.26316930e-01	4.38002080e-05	7.14995340e-05	1.03484230e-04	0.00000000e+00
16.805         	1.06558700e-01	4.36749110e-05	7.12210950e-05	1.05745880e-04	0.00000000e+00
16.81          	2.50925520e-01	4.35492360e-05	7.09422900e-05	8.15524870e-05	0.00000000e+00
16.815         	1.46069100e-01	4.34231720e-05	7.06631020e-05	1.35553790e-04	0.00000000e+00
16.82          	3.06628970e-01	4.32967320e-05	7.03835520e-05	1.34543930e-04	0.00000000e+00
16.825         	1.65051840e-01	4.31699220e-05	7.01036520e-05	7.76989500e-05	0.00000000e+00
16.83          	1.12542830e-01	4.30427360e-05	6.98233900e-05	7.81100560e-05	0.00000000e+00
16.835         	1.02527380e-01	4.29151730e-05	6.95427670e-05	8.70560970e-05	0.00000000e+00
16.84          	7.78882380e-02	4.27872500e-05	6.92618110e-05	1.43062540e-04	0.00000000e+00
16.845         	1.17122610e-01	4.26589590e-05	6.89805080e-05	8.40439110e-05	0.00000000e+00
16.85          	1.98167880e-01	4.25303000e-05	6.86988590e-05	9.05530200e-05	0.00000000e+00
16.855         	1.46161310e-01	4.24012880e-05	6.84168900e-05	7.01957640e-05	0.00000000e+00
16.86          	3.47816910e-01	4.22719160e-05	6.81345880e-05	8.18376570e-05	0.00000000e+00
16.865         	1.35251910e-01	4.21421830e-05	6.78519530e-05	7.06911840e-05	0.00000000e+00
16.87          	2.46333870e-01	4.20121000e-05	6.75690040e-05	5.14349700e-05	0.00000000e+00
16.875         	9.80943810e-02	4.18816680e-05	6.72857410e-05	8.38998440e-05	0.00000000e+00
16.88          	1.19461080e-01	4.17508890e-05	6.70021690e-05	4.59569310e-05	0.00000000e+00
16.885         	4.10550940e-01	4.16197690e-05	6.67182990e-05	1.14727270e-04	0.00000000e+00
16.89          	1.12217870e-01	4.14883030e-05	6.64341230e-05	4.53352180e-05	0.00000000e+00
16.895         	1.07982530e-01	4.13564920e-05	6.61496410e-05	1.07586060e-04	0.00000000e+00
16.9           	1.83854570e-01	4.12243450e-05	6.58648710e-05	6.70596340e-05	0.00000000e+00
16.905         	1.24515950e-01	4.10918690e-05	6.55798220e-05	7.98277380e-05	0.00000000e+00
16.91          	2.00974130e-01	4.09590580e-05	6.52944860e-05	5.59988040e-05	0.00000000e+00
16.915         	2.28946800e-01	4.08259160e-05	6.50088700e-05	1.21875560e-04	0.00000000e+00
16.92          	1.41170470e-01	4.06924460e-05	6.47229790e-05	8.87987320e-05	0.00000000e+00
16.925         	1.51961190e-01	4.05586510e-05	6.44368180e-05	8.73772750e-05	0.00000000e+00
16.93          	1.47259420e-01	4.04245280e-05	6.41503850e-05	1.24266310e-04	0.00000000e+00
16.935         	4.60347610e-01	4.02900890e-05	6.38636960e-05	1.05642610e-04	0.00000000e+00
16.94          	9.94433890e-02	4.01553380e-05	6.35767600e-05	1.41007730e-04	0.00000000e+00
16.945         	1.47036800e-01	4.00202690e-05	6.32895680e-05	1.02619720e-04	0.00000000e+00
16.95          	1.42250220e-01	3.98848870e-05	6.30021280e-05	1.09198830e-04	0.00000000e+00
16.955         	1.16745850e-01	3.97491900e-05	6.27144370e-05	1.06680240e-04	0.00000000e+00
16.96          	1.31165120e-01	3.96131940e-05	6.24265190e-05	8.52298430e-05	0.00000000e+00
16.965         	1.37344840e-01	3.94768850e-05	6.21383580e-05	1.20321180e-04	0.00000000e+00
16.97          	1.17888760e-01	3.93402770e-05	6.18499710e-05	9.24907920e-05	0.00000000e+00
16.975         	4.17772440e-01	3.92033740e-05	6.15613670e-05	1.68459320e-04	0.00000000e+00
16.98          	1.22788160e-01	3.90661670e-05	6.12725320e-05	1.21154490e-04	0.00000000e+00
16.985         	3.50523170e-01	3.89286670e-05	6.09834840e-05	1.12227850e-04	0.00000000e+00
16.99          	1.03957970e-01	3.87908790e-05	6.06942320e-05	1.28419480e-04	0.00000000e+00
16.995         	1.46582070e-01	3.86527950e-05	6.04047620e-05	1.44970410e-04	0.00000000e+00
17             	1.06639000e-01	3.85144250e-05	6.01150930e-05	1.20927260e-04	0.00000000e+00
17.005         	5.94505040e-02	3.83757710e-05	5.98252260e-05	1.04324900e-04	0.00000000e+00
17.01          	2.10361560e-01	3.82368400e-05	5.95351740e-05	1.24323410e-04	0.00000000e+00
17.015         	4.23617350e-01	3.80976210e-05	5.92449200e-05	1.21550010e-04	0.00000000e+00
17.02          	2.69999780e-01	3.79581270e-05	5.89544840e-05	1.28640840e-04	0.00000000e+00
17.025         	7.72386870e-02	3.78183630e-05	5.86638750e-05	9.34390650e-05	0.00000000e+00
17.03          	1.26846070e-01	3.76783240e-05	5.83730860e-05	1.00622360e-04	0.00000000e+00
17.035         	9.28780900e-02	3.75380140e-05	5.80821240e-05	1.06410160e-04	0.00000000e+00
17.04          	3.52989360e-01	3.73974320e-05	5.77909870e-05	1.35388350e-04	0.00000000e+00
17.045         	1.49446850e-01	3.72565880e-05	5.74996910e-05	1.73721500e-04	0.00000000e+00
17.05          	1.15693130e-01	3.71154870e-05	5.72082450e-05	1.80538260e-04	0.00000000e+00
17.055         	1.66943040e-01	3.69741230e-05	5.69166400e-05	1.43952860e-04	0.00000000e+00
17.06          	1.39529290e-01	3.68324970e-05	5.66248780e-05	1.53887030e-04	0.00000000e+00
17.065         	9.95405830e-02	3.66906180e-05	5.63329730e-05	1.52125060e-04	0.00000000e+00
17.07          	1.13253070e-01	3.65484910e-05	5.60409350e-05	1.92057260e-04	0.00000000e+00
17.075         	1.84110530e-01	3.64061120e-05	5.57487560e-05	1.69016010e-04	0.00000000e+00
17.08          	9.64878500e-02	3.62634800e-05	5.54564370e-05	1.25654210e-04	0.00000000e+00
17.085         	3.73947100e-01	3.61206060e-05	5.51639930e-05	1.44805630e-04	0.00000000e+00
17.09          	1.51774510e-01	3.59774900e-05	5.48714270e-05	1.94004370e-04	0.00000000e+00
17.095         	1.43784580e-01	3.58341340e-05	5.45787410e-05	1.31363510e-04	0.00000000e+00
17.1           	1.39866380e-01	3.56905400e-05	5.42859400e-05	1.51540520e-04	0.00000000e+00
17.105         	8.67802370e-02	3.55467150e-05	5.39930340e-05	2.05413150e-04	0.00000000e+00
17.11          	2.17582930e-01	3.54026540e-05	5.37000170e-05	1.48386530e-04	0.00000000e+00
17.115         	1.00799550e-01	3.52583620e-05	5.34068960e-05	1.44399400e-04	0.00000000e+00
17.12          	2.91285740e-01	3.51138380e-05	5.31136690e-05	1.49646600e-04	0.00000000e+00
17.125         	1.65651330e-01	3.49690910e-05	5.28203530e-05	1.77109900e-04	0.00000000e+00
17.13          	2.64655450e-01	3.48241250e-05	5.25269550e-05	1.22188140e-04	0.00000000e+00
17.135         	1.68180200e-01	3.46789370e-05	5.22334670e-05	1.15763400e-04	0.00000000e+00
17.14          	1.08453260e-01	3.45335300e-05	5.19398970e-05	1.31062690e-04	0.00000000e+00
17.145         	3.96884700e-01	3.43879060e-05	5.16462490e-05	1.62052780e-04	0.00000000e+00
17.15          	1.04408490e-01	3.42420660e-05	5.13525220e-05	1.53961080e-04	0.00000000e+00
17.155         	3.86998020e-01	3.40960160e-05	5.10587310e-05	1.40895910e-04	0.00000000e+00
17.16          	2.42958860e-01	3.39497600e-05	5.07648760e-05	1.72574320e-04	0.00000000e+00
17.165         	1.14634000e-01	3.38032980e-05	5.04709620e-05	1.16457260e-04	0.00000000e+00
17.17          	2.75928790e-01	3.36566360e-05	5.01769980e-05	1.60530210e-04	0.00000000e+00
17.175         	1.22773720e-01	3.35097700e-05	4.98829780e-05	1.43948910e-04	0.00000000e+00
17.18          	9.13435930e-02	3.33627050e-05	4.95889090e-05	1.26525560e-04	0.00000000e+00
17.185         	1.36337510e-01	3.32154390e-05	4.92947900e-05	1.49625470e-04	0.00000000e+00
17.19          	1.56153520e-01	3.30679820e-05	4.90006360e-05	1.08504370e-04	0.00000000e+00
17.195         	1.05518670e-01	3.29203380e-05	4.87064540e-05	1.53053450e-04	0.00000000e+00
17.2           	1.12799020e-01	3.27724990e-05	4.84122310e-05	1.45381520e-04	0.00000000e+00
17.205         	2.21693610e-01	3.26244740e-05	4.81179850e-05	2.03728030e-04	0.00000000e+00
17.21          	9.14388760e-02	3.24762670e-05	4.78237160e-05	1.56064550e-04	0.00000000e+00
17.215         	2.13456160e-01	3.23278770e-05	4.75294300e-05	1.83099680e-04	0.00000000e+00
17.22          	3.12934780e-01	3.21793120e-05	4.72351340e-05	1.49703840e-04	0.00000000e+00
17.225         	8.85184000e-02	3.20305640e-05	4.69408190e-05	1.55444040e-04	0.00000000e+00
17.23          	4.24171190e-01	3.18816420e-05	4.66465010e-05	1.55698950e-04	0.00000000e+00
17.235         	2.79518170e-01	3.17325520e-05	4.63521860e-05	1.48700740e-04	0.00000000e+00
17.24          	8.82282010e-02	3.15832870e-05	4.60578650e-05	1.57736500e-04	0.00000000e+00
17.245         	2.58947270e-01	3.14338560e-05	4.57635520e-05	1.38879670e-04	0.00000000e+00
17.25          	8.80691870e-02	3.12842600e-05	4.54692500e-05	1.26916680e-04	0.00000000e+00
17.255         	1.05552890e-01	3.11345050e-05	4.51749680e-05	1.40318780e-04	0.00000000e+00
17.26          	1.80015260e-01	3.09845870e-05	4.48807000e-05	8.83717680e-05	0.00000000e+00
17.265         	4.79791970e-01	3.08345070e-05	4.45864480e-05	1.51628140e-04	0.00000000e+00
17.27          	1.69298360e-01	3.06842770e-05	4.42922310e-05	1.15174690e-04	0.00000000e+00
17.275         	1.49670650e-01	3.05338890e-05	4.39980370e-05	1.18789480e-04	0.00000000e+00
17.28          	6.52295460e-02	3.03833510e-05	4.37038800e-05	2.28497330e-04	0.00000000e+00
17.285         	1.12447670e-01	3.02326690e-05	4.34097670e-05	1.11685890e-04	0.00000000e+00
17.29          	3.65075220e-01	3.00818390e-05	4.31156930e-05	1.45673010e-04	0.00000000e+00
17.295         	1.25956220e-01	2.99308600e-05	4.28216600e-05	1.13533990e-04	0.00000000e+00
17.3           	2.23601670e-01	2.97797460e-05	4.25276850e-05	1.08750000e-04	0.00000000e+00
17.305         	2.48722640e-01	2.96284870e-05	4.22337570e-05	1.04551840e-04	0.00000000e+00
17.31          	9.06788540e-02	2.94770960e-05	4.19398950e-05	8.42888410e-05	0.00000000e+00
17.315         	9.87745500e-02	2.93255660e-05	4.16460870e-05	8.87489710e-05	0.00000000e+00
17.32          	3.47061450e-01	2.91739060e-05	4.13523490e-05	8.58566080e-05	0.00000000e+00
17.325         	1.28195480e-01	2.90221160e-05	4.10586810e-05	7.79276310e-05	0.00000000e+00
17.33          	2.23854330e-01	2.88702030e-05	4.07650930e-05	1.10866890e-04	0.00000000e+00
17.335         	4.41468620e-02	2.87181620e-05	4.04715790e-05	9.10751070e-05	0.00000000e+00
17.34          	1.61864050e-01	2.85659940e-05	4.01781410e-05	4.76884970e-05	0.00000000e+00
17.345         	1.24449860e-01	2.84137080e-05	3.98847920e-05	7.01219100e-05	0.00000000e+00
17.35          	1.85559000e-01	2.82613080e-05	3.95915390e-05	7.27488080e-05	0.00000000e+00
17.355         	1.90407350e-01	2.81087890e-05	3.92983760e-05	7.11262220e-05	0.00000000e+00
17.36          	2.00136380e-01	2.79561570e-05	3.90053100e-05	4.13749840e-05	0.00000000e+00
17.365         	1.25643540e-01	2.78034130e-05	3.87123440e-05	4.48084330e-05	0.00000000e+00
17.37          	1.82563630e-01	2.76505560e-05	3.84194800e-05	5.63982210e-05	0.00000000e+00
17.375         	9.87765030e-02	2.74975990e-05	3.81267320e-05	6.33257040e-05	0.00000000e+00
17.38          	1.04753060e-01	2.73445320e-05	3.78340900e-05	8.85852140e-05	0.00000000e+00
17.385         	2.07415790e-01	2.71913680e-05	3.75415720e-05	6.12068450e-05	0.00000000e+00
17.39          	2.15669820e-01	2.70381000e-05	3.72491670e-05	5.86255000e-05	0.00000000e+00
17.395         	1.40518410e-01	2.68847390e-05	3.69568940e-05	6.51537590e-05	0.00000000e+00
17.4           	1.25832680e-01	2.67312780e-05	3.66647420e-05	8.31650500e-05	0.00000000e+00
17.405         	2.76466890e-01	2.65777250e-05	3.63727240e-05	7.85641910e-05	0.00000000e+00
17.41          	1.04810250e-01	2.64240830e-05	3.60808430e-05	1.15618380e-04	0.00000000e+00
17.415         	1.57817010e-01	2.62703520e-05	3.57891020e-05	6.75097210e-05	0.00000000e+00
17.42          	1.09091370e-01	2.61165360e-05	3.54975040e-05	6.64688540e-05	0.00000000e+00
17.425         	1.56757120e-01	2.59626350e-05	3.52060530e-05	1.10609890e-04	0.00000000e+00
17.43          	1.20271260e-01	2.58086530e-05	3.49147520e-05	4.91560700e-05	0.00000000e+00
17.435         	2.23870480e-01	2.56545950e-05	3.46236100e-05	1.09980010e-04	0.00000000e+00
17.44          	1.91067390e-01	2.55004570e-05	3.43326240e-05	5.43117760e-05	0.00000000e+00
17.445         	3.90700450e-01	2.53462410e-05	3.40417950e-05	1.01509870e-04	0.00000000e+00
17.45          	1.07588670e-01	2.51919570e-05	3.37511370e-05	1.07281460e-04	0.00000000e+00
17.455         	1.69679130e-01	2.50376020e-05	3.34606470e-05	5.23366260e-05	0.00000000e+00
17.46          	9.98239190e-02	2.48831780e-05	3.31703300e-05	7.58307950e-05	0.00000000e+00
17.465         	3.31653350e-01	2.47286880e-05	3.28801890e-05	6.81393360e-05	0.00000000e+00
17.47          	9.53271270e-02	2.45741340e-05	3.25902280e-05	7.46154590e-05	0.00000000e+00
17.475         	1.79218920e-01	2.44195160e-05	3.23004470e-05	6.01730750e-05	0.00000000e+00
17.48          	2.09473360e-01	2.42648400e-05	3.20108560e-05	8.31486740e-05	0.00000000e+00
17.485         	1.86344320e-01	2.41101090e-05	3.17214580e-05	5.21845300e-05	0.00000000e+00
17.49          	1.93381710e-01	2.39553220e-05	3.14322540e-05	7.02930870e-05	0.00000000e+00
17.495         	7.98546270e-02	2.38004840e-05	3.11432500e-05	7.05330460e-05	0.00000000e+00
17.5           	1.95386390e-01	2.36455950e-05	3.08544470e-05	3.76832100e-05	0.00000000e+00
17.505         	1.70435440e-01	2.34906580e-05	3.05658500e-05	7.67974840e-05	0.00000000e+00
17.51          	1.14101190e-01	2.33356770e-05	3.02774660e-05	1.29764940e-04	0.00000000e+00
17.515         	4.66193650e-01	2.31806490e-05	2.99892880e-05	6.22333280e-05	0.00000000e+00
17.52          	1.08911650e-01	2.30255800e-05	2.97013290e-05	1.80492580e-04	0.00000000e+00
17.525         	1.57044460e-01	2.28704750e-05	2.94135930e-05	7.00432700e-05	0.00000000e+00
17.53          	1.04324280e-01	2.27153310e-05	2.91260790e-05	1.12721400e-04	0.00000000e+00
17.535         	1.45320570e-01	2.25601510e-05	2.88387910e-05	1.59135050e-04	0.00000000e+00
17.54          	1.63625560e-01	2.24049360e-05	2.85517300e-05	1.80539370e-04	0.00000000e+00
17.545         	2.29123920e-01	2.22496920e-05	2.82649050e-05	1.69593310e-04	0.00000000e+00
17.55          	1.14603480e-01	2.20944220e-05	2.79783220e-05	1.70039970e-04	0.00000000e+00
17.555         	1.29476000e-01	2.19391220e-05	2.76919740e-05	1.14171730e-04	0.00000000e+00
17.56          	8.93462340e-02	2.17837990e-05	2.74058720e-05	1.83280140e-04	0.00000000e+00
17.565         	2.47926080e-01	2.16284570e-05	2.71200220e-05	1.41193920e-04	0.00000000e+00
17.57          	1.45400380e-01	2.14730940e-05	2.68344210e-05	1.44927770e-04	0.00000000e+00
17.575         	1.51180030e-01	2.13177120e-05	2.65490740e-05	1.28372740e-04	0.00000000e+00
17.58          	1.41723490e-01	2.11623150e-05	2.62639860e-05	1.47081960e-04	0.00000000e+00
17.585         	8.84201910e-02	2.10069020e-05	2.59791550e-05	1.51352050e-04	0.00000000e+00
17.59          	2.02046040e-01	2.08514790e-05	2.56945920e-05	1.71438940e-04	0.00000000e+00
17.595         	1.78427010e-01	2.06960470e-05	2.54102980e-05	1.51754390e-04	0.00000000e+00
17.6           	2.84632020e-01	2.05406110e-05	2.51262790e-05	1.31089840e-04	0.00000000e+00
17.605         	1.49616500e-01	2.03851660e-05	2.48425300e-05	1.30431900e-04	0.00000000e+00
17.61          	1.30289840e-01	2.02297190e-05	2.45590610e-05	1.80241320e-04	0.00000000e+00
17.615         	2.37615020e-01	2.00742740e-05	2.42758780e-05	1.20565210e-04	0.00000000e+00
17.62          	1.31926080e-01	1.99188300e-05	2.39929780e-05	7.62683950e-05	0.00000000e+00
17.625         	4.00772110e-01	1.97633880e-05	2.37103650e-05	9.52663500e-05	0.00000000e+00
17.63          	2.33383090e-01	1.96079490e-05	2.34280420e-05	1.05230100e-04	0.00000000e+00
17.635         	4.66637880e-01	1.94525190e-05	2.31460160e-05	9.67817040e-05	0.00000000e+00
17.64          	1.56972180e-01	1.92971020e-05	2.28642910e-05	9.18966320e-05	0.00000000e+00
17.645         	2.49579560e-01	1.91416940e-05	2.25828640e-05	1.15602240e-04	0.00000000e+00
17.65          	1.05518960e-01	1.89863000e-05	2.23017430e-05	1.30412410e-04	0.00000000e+00
17.655         	8.22152680e-02	1.88309250e-05	2.20209330e-05	9.66677900e-05	0.00000000e+00
17.66          	1.17880770e-01	1.86755640e-05	2.17404310e-05	1.37244310e-04	0.00000000e+00
17.665         	2.19217770e-01	1.85202270e-05	2.14602480e-05	1.36643210e-04	0.00000000e+00
17.67          	9.12167640e-02	1.83649100e-05	2.11803810e-05	9.46444480e-05	0.00000000e+00
17.675         	3.78875890e-01	1.82096180e-05	2.09008340e-05	1.07936150e-04	0.00000000e+00
17.68          	1.78852890e-01	1.80543490e-05	2.06216100e-05	1.10101330e-04	0.00000000e+00
17.685         	8.80610700e-02	1.78991110e-05	2.03427140e-05	1.33646790e-04	0.00000000e+00
17.69          	1.10203770e-01	1.77439050e-05	2.00641530e-05	1.58724530e-04	0.00000000e+00
17.695         	1.78085280e-01	1.75887290e-05	1.97859220e-05	1.04132360e-04	0.00000000e+00
17.7           	1.55185370e-01	1.74335880e-05	1.95080280e-05	1.29847770e-04	0.00000000e+00
17.705         	9.20151270e-02	1.72784830e-05	1.92304760e-05	1.54709160e-04	0.00000000e+00
17.71          	1.79462690e-01	1.71234180e-05	1.89532670e-05	1.47750380e-04	0.00000000e+00
17.715         	1.59246060e-01	1.69683920e-05	1.86764040e-05	1.53319540e-04	0.00000000e+00
17.72          	1.05974510e-01	1.68134100e-05	1.83998910e-05	1.61748290e-04	0.00000000e+00
17.725         	1.19679750e-01	1.66584740e-05	1.81237330e-05	1.58891700e-04	0.00000000e+00
17.73          	2.49806000e-01	1.65035810e-05	1.78479270e-05	1.10985190e-04	0.00000000e+00
17.735         	1.88890870e-01	1.63487400e-05	1.75724830e-05	1.26494410e-04	0.00000000e+00
17.74          	1.07065080e-01	1.61939480e-05	1.72974000e-05	1.26798020e-04	0.00000000e+00
17.745         	1.15054540e-01	1.60392090e-05	1.70226820e-05	1.07281130e-04	0.00000000e+00
17.75          	3.53680000e-01	1.58845230e-05	1.67483310e-05	1.31883570e-04	0.00000000e+00
17.755         	4.79508680e-01	1.57298950e-05	1.64743510e-05	1.12260150e-04	0.00000000e+00
17.76          	1.15623770e-01	1.55753220e-05	1.62007440e-05	8.42595210e-05	0.00000000e+00
17.765         	1.84399460e-01	1.54208140e-05	1.59275160e-05	6.48695250e-05	0.00000000e+00
17.77          	1.30181880e-01	1.52663670e-05	1.56546680e-05	1.41479130e-04	0.00000000e+00
17.775         	1.09199150e-01	1.51119820e-05	1.53822010e-05	1.04167240e-04	0.00000000e+00
17.78          	1.24111440e-01	1.49576670e-05	1.51101230e-05	1.02306470e-04	0.00000000e+00
17.785         	2.44151400e-01	1.48034190e-05	1.48384330e-05	6.62200440e-05	0.00000000e+00
17.79          	1.28503630e-01	1.46492410e-05	1.45671340e-05	1.02602710e-04	0.00000000e+00
17.795         	1.20007760e-01	1.44951350e-05	1.42962300e-05	8.66511310e-05	0.00000000e+00
17.8           	1.53407860e-01	1.43411030e-05	1.40257240e-05	8.71955940e-05	0.00000000e+00
17.805         	1.67196730e-01	1.41871450e-05	1.37556160e-05	9.51818090e-05	0.00000000e+00
17.81          	1.15748220e-01	1.40332690e-05	1.34859150e-05	7.75189150e-05	0.00000000e+00
17.815         	1.12823440e-01	1.38794710e-05	1.32166200e-05	8.61609130e-05	0.00000000e+00
17.82          	1.65418660e-01	1.37257550e-05	1.29477340e-05	1.06944360e-04	0.00000000e+00
17.825         	1.07618430e-01	1.35721210e-05	1.26792580e-05	9.29807360e-05	0.00000000e+00
17.83          	7.79578460e-02	1.34185740e-05	1.24111980e-05	8.76125120e-05	0.00000000e+00
17.835         	1.11340870e-01	1.32651160e-05	1.21435580e-05	9.39023640e-05	0.00000000e+00
17.84          	1.04825160e-01	1.31117450e-05	1.18763360e-05	7.81483210e-05	0.00000000e+00
17.845         	1.38522670e-01	1.29584660e-05	1.16095380e-05	1.02074360e-04	0.00000000e+00
17.85          	8.04315870e-02	1.28052820e-05	1.13431680e-05	7.78668970e-05	0.00000000e+00
17.855         	1.91634100e-01	1.26521900e-05	1.10772240e-05	7.32448910e-05	0.00000000e+00
17.86          	1.09597640e-01	1.24991960e-05	1.08117140e-05	5.03178130e-05	0.00000000e+00
17.865         	7.32093830e-02	1.23463020e-05	1.05466370e-05	1.10793700e-04	0.00000000e+00
17.87          	7.10708270e-02	1.21935090e-05	1.02820000e-05	7.91987220e-05	0.00000000e+00
17.875         	1.30863140e-01	1.20408180e-05	1.00178020e-05	5.38401210e-05	0.00000000e+00
17.88          	1.59996110e-01	1.18882300e-05	9.75404450e-06	7.40655930e-05	0.00000000e+00
