# Residuals    
# Time         	p              	sigmaxx        	sigmaxy        	sigmayy        	sigmazz        
4.81           	4.58843180e-02	1.18874260e-04	1.98807710e-04	1.07809830e-04	0.00000000e+00
4.815          	2.41184780e-01	1.15651770e-04	2.02009320e-04	1.04044680e-04	0.00000000e+00
4.82           	2.85778240e-01	1.12438990e-04	2.05202900e-04	8.34573450e-05	0.00000000e+00
4.825          	2.88971420e-01	1.09235920e-04	2.08388430e-04	9.35211530e-05	0.00000000e+00
4.83           	9.03168910e-02	1.06042550e-04	2.11565930e-04	7.47226800e-05	0.00000000e+00
4.835          	1.39787800e-01	1.02858870e-04	2.14746310e-04	9.59019420e-05	0.00000000e+00
4.84           	1.20057100e-01	9.96848700e-05	2.17911320e-04	1.15813970e-04	0.00000000e+00
4.845          	3.62368490e-01	9.65205580e-05	2.21065830e-04	1.24245790e-04	0.00000000e+00
4.85           	6.27056770e-02	9.33659320e-05	2.24211470e-04	8.87680790e-05	0.00000000e+00
4.855          	6.55589320e-02	9.02209860e-05	2.27348800e-04	9.51600730e-05	0.00000000e+00
4.86           	1.98058780e-01	8.70857180e-05	2.30477990e-04	1.07592130e-04	0.00000000e+00
4.865          	1.77072460e-01	8.39601220e-05	2.33599100e-04	1.04942750e-04	0.00000000e+00
4.87           	2.51621010e-01	8.08441950e-05	2.36712160e-04	1.01960100e-04	0.00000000e+00
4.875          	8.35243820e-02	7.77379320e-05	2.39817170e-04	1.04064290e-04	0.00000000e+00
4.88           	1.11280740e-01	7.46413290e-05	2.42914140e-04	9.09012420e-05	0.00000000e+00
4.885          	1.15132360e-01	7.15543810e-05	2.46003070e-04	9.85317870e-05	0.00000000e+00
4.89           	8.63809950e-02	6.84770840e-05	2.49083960e-04	8.85841770e-05	0.00000000e+00
4.895          	1.19542360e-01	6.54094340e-05	2.52156800e-04	1.09450560e-04	0.00000000e+00
4.9            	1.38463400e-01	6.23514260e-05	2.55221600e-04	1.19607680e-04	0.00000000e+00
4.905          	4.57212700e-02	5.93030560e-05	2.58278360e-04	1.33081750e-04	0.00000000e+00
4.91           	3.75809640e-02	5.62643200e-05	2.61327080e-04	1.41390910e-04	0.00000000e+00
4.915          	1.91386210e-01	5.32352130e-05	2.64367750e-04	1.21275660e-04	0.00000000e+00
4.92           	1.14854470e-01	5.02157320e-05	2.67400370e-04	1.06193250e-04	0.00000000e+00
4.925          	3.23540530e-01	4.72058720e-05	2.70424950e-04	1.51090610e-04	0.00000000e+00
4.93           	4.85352600e-02	4.42056280e-05	2.73441480e-04	1.15350900e-04	0.00000000e+00
4.935          	1.86391610e-01	4.12149960e-05	2.76449970e-04	1.11795140e-04	0.00000000e+00
4.94           	6.94676220e-02	3.82370000e-05	2.79450400e-04	1.17082240e-04	0.00000000e+00
4.945          	1.07267060e-01	3.53169220e-05	2.82442790e-04	1.11565860e-04	0.00000000e+00
4.95           	4.02463880e-02	3.25027060e-05	2.85427120e-04	1.18414700e-04	0.00000000e+00
4.955          	1.00020630e-01	2.98355040e-05	2.88403400e-04	1.08916580e-04	0.00000000e+00
4.96           	6.65277240e-02	2.73350880e-05	2.91371630e-04	8.67717640e-05	0.00000000e+00
4.965          	7.06619540e-02	2.50256940e-05	2.94331800e-04	9.08466500e-05	0.00000000e+00
4.97           	2.39016590e-01	2.29325680e-05	2.97283910e-04	1.17883670e-04	0.00000000e+00
4.975          	2.70232610e-01	2.10635910e-05	3.00227960e-04	1.21446870e-04	0.00000000e+00
4.98           	1.12465530e-01	1.94342010e-05	3.03163950e-04	1.18857650e-04	0.00000000e+00
4.985          	1.54816680e-01	1.80678800e-05	3.06091880e-04	1.41677000e-04	0.00000000e+00
4.99           	1.47486630e-01	1.69463290e-05	3.09011740e-04	1.33206170e-04	0.00000000e+00
4.995          	1.01278740e-01	1.61247060e-05	3.11923540e-04	1.08487820e-04	0.00000000e+00
5              	2.10954610e-01	1.55556090e-05	3.14827260e-04	1.30265080e-04	0.00000000e+00
5.005          	1.28807250e-01	1.52852430e-05	3.17722910e-04	1.17983120e-04	0.00000000e+00
5.01           	2.32859770e-01	1.52897060e-05	3.20618200e-04	1.46107390e-04	0.00000000e+00
5.015          	8.96551310e-02	1.55850340e-05	3.23500240e-04	1.23660470e-04	0.00000000e+00
5.02           	2.06006870e-01	1.61669100e-05	3.26372470e-04	1.30627570e-04	0.00000000e+00
5.025          	1.48417080e-01	1.70305260e-05	3.29236040e-04	1.47919840e-04	0.00000000e+00
5.03           	1.55758810e-01	1.81785350e-05	3.32091320e-04	1.41706010e-04	0.00000000e+00
5.035          	9.77863760e-02	1.95948170e-05	3.34938450e-04	1.58215250e-04	0.00000000e+00
5.04           	1.32219190e-01	2.12814660e-05	3.37633020e-04	1.48189690e-04	0.00000000e+00
5.045          	1.30321590e-01	2.32056460e-05	3.40416530e-04	1.55574400e-04	0.00000000e+00
5.05           	6.98270690e-02	2.53878960e-05	3.43224400e-04	1.93161930e-04	0.00000000e+00
5.055          	9.20363530e-02	2.78373260e-05	3.46035070e-04	1.47418220e-04	0.00000000e+00
5.06           	1.29053650e-01	3.04378610e-05	3.48841330e-04	1.42917960e-04	0.00000000e+00
5.065          	1.29881410e-01	3.31798060e-05	3.51640740e-04	1.49587120e-04	0.00000000e+00
5.07           	1.43601300e-01	3.59122620e-05	3.54432510e-04	1.63764410e-04	0.00000000e+00
5.075          	8.93885330e-02	3.86352320e-05	3.57216340e-04	1.72954290e-04	0.00000000e+00
5.08           	1.47177560e-01	4.13743600e-05	3.59992130e-04	1.66927200e-04	0.00000000e+00
5.085          	2.29824910e-01	4.40867780e-05	3.62759840e-04	1.69064450e-04	0.00000000e+00
5.09           	9.33065590e-02	4.67839790e-05	3.65519450e-04	1.65018800e-04	0.00000000e+00
5.095          	2.43924360e-01	4.94697970e-05	3.68270960e-04	1.81062740e-04	0.00000000e+00
5.1            	4.03274100e-02	5.21455130e-05	3.71014360e-04	1.74731770e-04	0.00000000e+00
5.105          	1.78703540e-01	5.48115560e-05	3.73749630e-04	1.63744280e-04	0.00000000e+00
5.11           	1.73102440e-01	5.74680730e-05	3.76476770e-04	2.30578990e-04	0.00000000e+00
5.115          	1.25400310e-01	6.01151150e-05	3.79195770e-04	1.79224920e-04	0.00000000e+00
5.12           	2.84314390e-01	6.27527020e-05	3.81906640e-04	2.24213650e-04	0.00000000e+00
5.125          	2.56544520e-01	6.53808430e-05	3.84609360e-04	2.37558370e-04	0.00000000e+00
5.13           	1.56920510e-01	6.79995440e-05	3.87303920e-04	2.40033540e-04	0.00000000e+00
5.135          	1.00653290e-01	7.06088090e-05	3.89990330e-04	1.75904030e-04	0.00000000e+00
5.14           	1.31330670e-01	7.32086430e-05	3.92668580e-04	2.29338820e-04	0.00000000e+00
5.145          	2.01157770e-01	7.57990500e-05	3.95338660e-04	2.21327730e-04	0.00000000e+00
5.15           	1.49497090e-01	7.83800330e-05	3.98000560e-04	1.93651710e-04	0.00000000e+00
5.155          	1.85690500e-01	8.09515970e-05	4.00654290e-04	2.03049090e-04	0.00000000e+00
5.16           	1.53802130e-01	8.35137460e-05	4.03299830e-04	1.72662660e-04	0.00000000e+00
5.165          	2.48570890e-01	8.60664840e-05	4.05937190e-04	1.98215040e-04	0.00000000e+00
5.17           	1.59951210e-01	8.86098150e-05	4.08566350e-04	2.10095050e-04	0.00000000e+00
5.175          	2.55201960e-01	9.11437430e-05	4.11187320e-04	2.00702620e-04	0.00000000e+00
5.18           	1.49011960e-01	9.36682720e-05	4.13800080e-04	1.86003160e-04	0.00000000e+00
5.185          	3.46075010e-01	9.61834060e-05	4.16404640e-04	2.33521240e-04	0.00000000e+00
5.19           	2.02922220e-01	9.86891490e-05	4.19000980e-04	1.88164720e-04	0.00000000e+00
5.195          	1.24040270e-01	1.01185510e-04	4.21589100e-04	1.95822410e-04	0.00000000e+00
5.2            	7.98617740e-02	1.03672480e-04	4.24169000e-04	2.18736770e-04	0.00000000e+00
5.205          	1.42421640e-01	1.06150080e-04	4.26740670e-04	2.45053950e-04	0.00000000e+00
5.21           	8.27868090e-02	1.08618300e-04	4.29304100e-04	2.25938640e-04	0.00000000e+00
5.215          	8.34513380e-02	1.11077150e-04	4.31859300e-04	1.95570950e-04	0.00000000e+00
5.22           	8.27376830e-02	1.13526630e-04	4.34406250e-04	1.99948110e-04	0.00000000e+00
5.225          	3.42473630e-01	1.15983570e-04	4.36944960e-04	2.13215180e-04	0.00000000e+00
5.23           	9.63865210e-02	1.18419850e-04	4.39475410e-04	1.82398880e-04	0.00000000e+00
5.235          	1.62876590e-01	1.20843030e-04	4.41997600e-04	1.93753360e-04	0.00000000e+00
5.24           	1.01931210e-01	1.23255590e-04	4.44511520e-04	1.73176650e-04	0.00000000e+00
5.245          	5.57422370e-02	1.25658400e-04	4.47017170e-04	1.48234400e-04	0.00000000e+00
5.25           	1.26426230e-01	1.28051730e-04	4.49514550e-04	1.51909100e-04	0.00000000e+00
5.255          	1.19389470e-01	1.30435670e-04	4.52003640e-04	1.67131440e-04	0.00000000e+00
5.26           	1.09600690e-01	1.32810270e-04	4.54484450e-04	1.55281690e-04	0.00000000e+00
5.265          	8.14327310e-02	1.35175530e-04	4.56956970e-04	2.08273270e-04	0.00000000e+00
5.27           	7.95243490e-02	1.37531480e-04	4.59421190e-04	1.60608280e-04	0.00000000e+00
5.275          	6.82911860e-02	1.39878100e-04	4.61877100e-04	1.77033490e-04	0.00000000e+00
5.28           	1.09519210e-01	1.42215410e-04	4.64324700e-04	1.73911620e-04	0.00000000e+00
5.285          	1.39527190e-01	1.44543410e-04	4.66763990e-04	1.48361170e-04	0.00000000e+00
5.29           	9.29468880e-02	1.46862100e-04	4.69194960e-04	1.65622590e-04	0.00000000e+00
5.295          	1.11064320e-01	1.49171500e-04	4.71617600e-04	1.43798700e-04	0.00000000e+00
5.3            	2.83252490e-01	1.51471590e-04	4.74031910e-04	1.64005260e-04	0.00000000e+00
5.305          	2.91848600e-01	1.53774110e-04	4.76437880e-04	1.85611110e-04	0.00000000e+00
5.31           	1.61027370e-01	1.56059480e-04	4.78835510e-04	1.70307890e-04	0.00000000e+00
5.315          	7.35772120e-02	1.58332980e-04	4.81260620e-04	2.02923450e-04	0.00000000e+00
5.32           	6.28555280e-02	1.60596340e-04	4.83653280e-04	2.31311090e-04	0.00000000e+00
5.325          	2.15640260e-01	1.62850130e-04	4.86029520e-04	2.26302800e-04	0.00000000e+00
5.33           	7.51535510e-02	1.65094570e-04	4.88394700e-04	2.03314340e-04	0.00000000e+00
5.335          	7.68422970e-02	1.67329700e-04	4.90750600e-04	2.28809680e-04	0.00000000e+00
5.34           	6.08751920e-02	1.69555560e-04	4.93097800e-04	2.15016450e-04	0.00000000e+00
5.345          	1.43889720e-01	1.71772160e-04	4.95436510e-04	1.94669230e-04	0.00000000e+00
5.35           	7.87976580e-02	1.73979510e-04	4.97766790e-04	2.03018360e-04	0.00000000e+00
5.355          	2.22428270e-01	1.76177600e-04	5.00088650e-04	1.97417950e-04	0.00000000e+00
5.36           	7.65393720e-02	1.78374890e-04	5.02402100e-04	1.94881940e-04	0.00000000e+00
5.365          	7.13339030e-02	1.80557280e-04	5.04707130e-04	2.03803330e-04	0.00000000e+00
5.37           	1.37005350e-01	1.82728550e-04	5.07003750e-04	1.80848590e-04	0.00000000e+00
5.375          	3.78169410e-02	1.84889970e-04	5.09291930e-04	2.30356070e-04	0.00000000e+00
5.38           	1.57320580e-01	1.87041940e-04	5.11571690e-04	2.02693400e-04	0.00000000e+00
5.385          	7.68099370e-02	1.89184630e-04	5.13843010e-04	1.96536960e-04	0.00000000e+00
5.39           	9.46711300e-02	1.91318080e-04	5.16105880e-04	2.00167960e-04	0.00000000e+00
5.395          	1.10675410e-01	1.93442320e-04	5.18360310e-04	2.23053900e-04	0.00000000e+00
5.4            	7.21555560e-02	1.95563580e-04	5.20606270e-04	2.04982290e-04	0.00000000e+00
5.405          	8.74531360e-02	1.97671460e-04	5.22843780e-04	2.10090240e-04	0.00000000e+00
5.41           	2.03933040e-01	1.99768750e-04	5.25072820e-04	2.28426040e-04	0.00000000e+00
5.415          	2.19823970e-01	2.01856390e-04	5.27293380e-04	2.33157740e-04	0.00000000e+00
5.42           	1.51456370e-01	2.03934680e-04	5.29505450e-04	2.21788120e-04	0.00000000e+00
5.425          	8.22445330e-02	2.06008480e-04	5.31709040e-04	2.33276820e-04	0.00000000e+00
5.43           	9.59115110e-02	2.08069910e-04	5.33904140e-04	2.29988200e-04	0.00000000e+00
5.435          	1.19789650e-01	2.10121110e-04	5.36090730e-04	2.29728390e-04	0.00000000e+00
5.44           	1.60263670e-01	2.12162790e-04	5.38268810e-04	2.36428050e-04	0.00000000e+00
5.445          	7.85563650e-02	2.14198850e-04	5.40438380e-04	2.19411600e-04	0.00000000e+00
5.45           	1.48784140e-01	2.16223270e-04	5.42599420e-04	2.38165440e-04	0.00000000e+00
5.455          	2.52010950e-01	2.18237700e-04	5.44751940e-04	2.37556600e-04	0.00000000e+00
5.46           	1.23171940e-01	2.20245610e-04	5.46920490e-04	2.27396120e-04	0.00000000e+00
5.465          	9.01275470e-02	2.22242370e-04	5.49063970e-04	2.42967480e-04	0.00000000e+00
5.47           	8.76599730e-02	2.24229320e-04	5.51193370e-04	2.27975230e-04	0.00000000e+00
5.475          	1.46692460e-01	2.26209200e-04	5.53312360e-04	2.46602060e-04	0.00000000e+00
5.48           	8.14826670e-02	2.28178360e-04	5.55422160e-04	2.32627790e-04	0.00000000e+00
5.485          	3.15607180e-01	2.30139700e-04	5.57523160e-04	2.40884510e-04	0.00000000e+00
5.49           	6.07758820e-02	2.31762380e-04	5.59615520e-04	2.64307670e-04	0.00000000e+00
5.495          	1.24286830e-01	2.33595970e-04	5.61699260e-04	2.75113850e-04	0.00000000e+00
5.5            	1.81804640e-01	2.35493820e-04	5.63774390e-04	2.49791940e-04	0.00000000e+00
5.505          	1.72161650e-01	2.37407040e-04	5.65840920e-04	2.62091940e-04	0.00000000e+00
5.51           	5.24699410e-02	2.39319300e-04	5.67898830e-04	2.60859080e-04	0.00000000e+00
5.515          	8.50338810e-02	2.41225190e-04	5.69948130e-04	2.55893490e-04	0.00000000e+00
5.52           	8.72889500e-02	2.43122920e-04	5.71988800e-04	2.51818180e-04	0.00000000e+00
5.525          	6.71013150e-02	2.45011860e-04	5.74020840e-04	2.45351700e-04	0.00000000e+00
5.53           	9.68064640e-02	2.46891810e-04	5.76044240e-04	2.67343350e-04	0.00000000e+00
5.535          	1.81198550e-01	2.48762710e-04	5.78059000e-04	3.03231580e-04	0.00000000e+00
5.54           	1.08756370e-01	2.50624530e-04	5.80065100e-04	2.64564170e-04	0.00000000e+00
5.545          	1.68595800e-01	2.52477330e-04	5.82079960e-04	2.51364130e-04	0.00000000e+00
5.55           	1.92004150e-01	2.54321050e-04	5.84074430e-04	2.64366110e-04	0.00000000e+00
5.555          	2.52198950e-01	2.56155730e-04	5.86056320e-04	2.67232430e-04	0.00000000e+00
5.56           	5.32212430e-02	2.57981380e-04	5.88028200e-04	2.62504170e-04	0.00000000e+00
5.565          	7.50381690e-02	2.59797970e-04	5.89990950e-04	2.69956640e-04	0.00000000e+00
5.57           	9.42210130e-02	2.61605510e-04	5.91944850e-04	2.71554700e-04	0.00000000e+00
5.575          	2.01257120e-01	2.63404040e-04	5.93889980e-04	2.91194480e-04	0.00000000e+00
5.58           	7.88714580e-02	2.65193510e-04	5.95826390e-04	2.83298020e-04	0.00000000e+00
5.585          	9.28162090e-02	2.66973980e-04	5.97754070e-04	2.72022870e-04	0.00000000e+00
5.59           	7.59522530e-02	2.68745430e-04	5.99673010e-04	2.66083650e-04	0.00000000e+00
5.595          	7.60787150e-02	2.70507880e-04	6.01583220e-04	2.93789600e-04	0.00000000e+00
5.6            	1.76979710e-01	2.72261320e-04	6.03484680e-04	2.87940410e-04	0.00000000e+00
5.605          	7.23819700e-02	2.74005770e-04	6.05377390e-04	2.78790930e-04	0.00000000e+00
5.61           	7.74316300e-02	2.75741250e-04	6.07273820e-04	2.75145110e-04	0.00000000e+00
5.615          	1.79724230e-01	2.77467740e-04	6.09153080e-04	2.72654030e-04	0.00000000e+00
5.62           	6.30161830e-02	2.79185250e-04	6.11020770e-04	2.94738350e-04	0.00000000e+00
5.625          	5.51848700e-02	2.80893790e-04	6.12878730e-04	2.90704080e-04	0.00000000e+00
5.63           	1.80723760e-01	2.82593340e-04	6.14727580e-04	3.01873360e-04	0.00000000e+00
5.635          	8.62637730e-02	2.84283960e-04	6.16567520e-04	2.83598800e-04	0.00000000e+00
5.64           	9.88899300e-02	2.85965610e-04	6.18398610e-04	2.79687630e-04	0.00000000e+00
5.645          	1.62017210e-01	2.87638310e-04	6.20220880e-04	2.80486480e-04	0.00000000e+00
5.65           	8.73427920e-02	2.89302100e-04	6.22034320e-04	2.81171010e-04	0.00000000e+00
5.655          	2.35995000e-01	2.90956920e-04	6.23838930e-04	2.65692730e-04	0.00000000e+00
5.66           	8.53225950e-02	2.92602830e-04	6.25643730e-04	2.84002580e-04	0.00000000e+00
5.665          	6.85701400e-02	2.94239850e-04	6.27433620e-04	2.47549550e-04	0.00000000e+00
5.67           	8.43534660e-02	2.95867920e-04	6.29212610e-04	2.58653630e-04	0.00000000e+00
5.675          	1.21408140e-01	2.97487110e-04	6.30982070e-04	2.54964440e-04	0.00000000e+00
5.68           	7.71975830e-02	2.99097390e-04	6.32742420e-04	2.65749920e-04	0.00000000e+00
5.685          	5.48357630e-02	3.00698750e-04	6.34493810e-04	2.70033730e-04	0.00000000e+00
5.69           	1.48372630e-01	3.02291240e-04	6.36236300e-04	2.73871590e-04	0.00000000e+00
5.695          	1.71002140e-01	3.03874850e-04	6.37969880e-04	2.69769050e-04	0.00000000e+00
5.7            	1.77440080e-01	3.05449590e-04	6.39701130e-04	2.85148090e-04	0.00000000e+00
5.705          	2.27040260e-01	3.07015480e-04	6.41419060e-04	2.71517500e-04	0.00000000e+00
5.71           	6.79889600e-02	3.08572490e-04	6.43126580e-04	2.74089510e-04	0.00000000e+00
5.715          	1.65390750e-01	3.10120650e-04	6.44824680e-04	2.72368990e-04	0.00000000e+00
5.72           	9.65631920e-02	3.11659990e-04	6.46513680e-04	2.86533460e-04	0.00000000e+00
5.725          	1.97173420e-01	3.13190480e-04	6.48198540e-04	2.83370670e-04	0.00000000e+00
5.73           	7.46821130e-02	3.14712110e-04	6.49871170e-04	2.97977830e-04	0.00000000e+00
5.735          	7.25274870e-02	3.16224950e-04	6.51533740e-04	2.63494760e-04	0.00000000e+00
5.74           	7.33716600e-02	3.17728950e-04	6.53186980e-04	2.64720950e-04	0.00000000e+00
5.745          	5.99910830e-02	3.19224150e-04	6.54834720e-04	2.72623630e-04	0.00000000e+00
5.75           	1.38827390e-01	3.20710540e-04	6.56471020e-04	2.68584920e-04	0.00000000e+00
5.755          	9.13761820e-02	3.22188170e-04	6.58100210e-04	2.98155060e-04	0.00000000e+00
5.76           	6.96038800e-02	3.23657000e-04	6.59718310e-04	2.72071490e-04	0.00000000e+00
5.765          	7.88417960e-02	3.25117020e-04	6.61328740e-04	2.94509910e-04	0.00000000e+00
5.77           	1.88703900e-01	3.26568140e-04	6.62614600e-04	2.57855360e-04	0.00000000e+00
5.775          	9.32148520e-02	3.28010390e-04	6.64102130e-04	2.91743160e-04	0.00000000e+00
5.78           	1.07776970e-01	3.29443820e-04	6.65650970e-04	2.64271500e-04	0.00000000e+00
5.785          	7.67495810e-02	3.30868510e-04	6.67214340e-04	2.73599940e-04	0.00000000e+00
5.79           	1.17115590e-01	3.32284480e-04	6.68776600e-04	2.98871880e-04	0.00000000e+00
5.795          	1.08983680e-01	3.33691720e-04	6.70332450e-04	2.96738530e-04	0.00000000e+00
5.8            	1.79402410e-01	3.35090240e-04	6.71880140e-04	2.57615180e-04	0.00000000e+00
5.805          	8.09352340e-02	3.36480040e-04	6.73419050e-04	2.84193600e-04	0.00000000e+00
5.81           	1.74719610e-01	3.37861160e-04	6.74949020e-04	2.92897160e-04	0.00000000e+00
5.815          	6.03551610e-02	3.39233600e-04	6.76469980e-04	2.68073680e-04	0.00000000e+00
5.82           	5.23474050e-02	3.40597370e-04	6.77981900e-04	2.90748150e-04	0.00000000e+00
5.825          	5.08398450e-02	3.41952450e-04	6.79484690e-04	3.00604270e-04	0.00000000e+00
5.83           	1.01462310e-01	3.43298890e-04	6.80978430e-04	2.67692870e-04	0.00000000e+00
5.835          	2.44965040e-01	3.44636650e-04	6.82463010e-04	2.93453170e-04	0.00000000e+00
5.84           	8.33975210e-02	3.45965770e-04	6.83938490e-04	2.57174750e-04	0.00000000e+00
5.845          	1.57385140e-01	3.47286270e-04	6.85404890e-04	2.68142880e-04	0.00000000e+00
5.85           	5.42925370e-02	3.48598130e-04	6.86862130e-04	2.86891040e-04	0.00000000e+00
5.855          	2.03472100e-01	3.49901360e-04	6.88310220e-04	2.70862920e-04	0.00000000e+00
5.86           	2.06491090e-01	3.51195960e-04	6.89749120e-04	2.89595590e-04	0.00000000e+00
5.865          	1.24501850e-01	3.52481970e-04	6.91178890e-04	2.68541150e-04	0.00000000e+00
5.87           	6.70594930e-02	3.53759380e-04	6.92599490e-04	2.70457360e-04	0.00000000e+00
5.875          	7.23459100e-02	3.55028200e-04	6.94010920e-04	2.86245460e-04	0.00000000e+00
5.88           	2.17464490e-01	3.56288470e-04	6.95413200e-04	2.98555410e-04	0.00000000e+00
5.885          	9.86444220e-02	3.57540130e-04	6.96806230e-04	3.06991830e-04	0.00000000e+00
5.89           	5.46482530e-02	3.58783230e-04	6.98190070e-04	3.03655790e-04	0.00000000e+00
5.895          	5.16817690e-02	3.60017780e-04	6.99564710e-04	2.83164090e-04	0.00000000e+00
5.9            	6.98600020e-02	3.61243810e-04	7.00930170e-04	2.96519450e-04	0.00000000e+00
5.905          	9.92203670e-02	3.62461260e-04	7.02286350e-04	2.97709740e-04	0.00000000e+00
5.91           	7.18043080e-02	3.63670200e-04	7.03633300e-04	2.86552960e-04	0.00000000e+00
5.915          	1.17519670e-01	3.64870640e-04	7.04971060e-04	2.94861620e-04	0.00000000e+00
5.92           	6.62811170e-02	3.66062550e-04	7.06299550e-04	2.95568150e-04	0.00000000e+00
5.925          	6.04329180e-02	3.67245940e-04	7.07618730e-04	2.99426320e-04	0.00000000e+00
5.93           	6.47225120e-02	3.68420850e-04	7.08928670e-04	3.19669250e-04	0.00000000e+00
5.935          	5.13552090e-02	3.69587290e-04	7.10229390e-04	2.93770740e-04	0.00000000e+00
5.94           	6.54882240e-02	3.70745250e-04	7.11520800e-04	2.83846620e-04	0.00000000e+00
5.945          	3.51959520e-02	3.71894740e-04	7.12802910e-04	2.86841970e-04	0.00000000e+00
5.95           	7.23999170e-02	3.73035750e-04	7.14075690e-04	2.74779910e-04	0.00000000e+00
5.955          	7.55000110e-02	3.74168340e-04	7.15339230e-04	3.08931350e-04	0.00000000e+00
5.96           	5.46092260e-02	3.75292490e-04	7.16593440e-04	2.98642850e-04	0.00000000e+00
5.965          	9.23817720e-02	3.76408190e-04	7.17838300e-04	3.06478360e-04	0.00000000e+00
5.97           	5.53408180e-02	3.77515480e-04	7.19073840e-04	2.86699290e-04	0.00000000e+00
5.975          	4.29416070e-02	3.78614380e-04	7.20300100e-04	2.73852960e-04	0.00000000e+00
5.98           	1.28563830e-01	3.79704850e-04	7.21516960e-04	2.75063460e-04	0.00000000e+00
5.985          	3.54497250e-02	3.80786950e-04	7.22724520e-04	2.84651170e-04	0.00000000e+00
5.99           	3.39816150e-02	3.81860640e-04	7.23922680e-04	2.69776650e-04	0.00000000e+00
5.995          	1.66381040e-01	3.82925980e-04	7.25111490e-04	2.78471890e-04	0.00000000e+00
6              	8.48363720e-02	3.83982970e-04	7.26290970e-04	2.73235240e-04	0.00000000e+00
6.005          	1.68545360e-01	3.85031590e-04	7.27461050e-04	2.84135400e-04	0.00000000e+00
6.01           	9.11735140e-02	3.86071850e-04	7.28621700e-04	2.82387550e-04	0.00000000e+00
6.015          	3.85200230e-02	3.87103810e-04	7.29773020e-04	2.92020850e-04	0.00000000e+00
6.02           	7.11825600e-02	3.88127440e-04	7.30914920e-04	2.81282370e-04	0.00000000e+00
6.025          	7.08295870e-02	3.89142730e-04	7.32047380e-04	2.87930070e-04	0.00000000e+00
6.03           	8.84037730e-02	3.90149740e-04	7.33170480e-04	2.87629140e-04	0.00000000e+00
6.035          	1.04092470e-01	3.91148440e-04	7.34284110e-04	2.69413530e-04	0.00000000e+00
6.04           	7.58422340e-02	3.92138870e-04	7.35388320e-04	2.73099670e-04	0.00000000e+00
6.045          	4.81823880e-02	3.93121020e-04	7.36483110e-04	2.64812790e-04	0.00000000e+00
6.05           	1.25463640e-01	3.94094910e-04	7.37568460e-04	2.69858230e-04	0.00000000e+00
6.055          	6.94817840e-02	3.95060570e-04	7.38644390e-04	2.51505600e-04	0.00000000e+00
6.06           	8.00409560e-02	3.96017970e-04	7.39710850e-04	2.67268560e-04	0.00000000e+00
6.065          	1.87731480e-01	3.96967140e-04	7.40767840e-04	2.57325100e-04	0.00000000e+00
6.07           	4.88531210e-02	3.97908070e-04	7.41815320e-04	2.57387530e-04	0.00000000e+00
6.075          	1.54386020e-01	3.98840800e-04	7.42853350e-04	2.67481540e-04	0.00000000e+00
6.08           	6.92218790e-02	3.99765350e-04	7.43881930e-04	2.75078540e-04	0.00000000e+00
6.085          	6.50857810e-02	4.00681680e-04	7.44900970e-04	2.80398720e-04	0.00000000e+00
6.09           	5.92443340e-02	4.01589840e-04	7.45910530e-04	2.71443370e-04	0.00000000e+00
6.095          	1.35546820e-01	4.02489840e-04	7.46910600e-04	2.74485430e-04	0.00000000e+00
6.1            	1.17338990e-01	4.03381680e-04	7.47901160e-04	2.89885690e-04	0.00000000e+00
6.105          	5.72591200e-02	4.04265370e-04	7.48882200e-04	2.92633630e-04	0.00000000e+00
6.11           	6.21117080e-02	4.05140950e-04	7.49853750e-04	2.87284950e-04	0.00000000e+00
6.115          	6.49988150e-02	4.06008370e-04	7.50815720e-04	2.88617250e-04	0.00000000e+00
6.12           	9.40748300e-02	4.06867700e-04	7.51768190e-04	3.08167500e-04	0.00000000e+00
6.125          	7.31757700e-02	4.07718920e-04	7.52711120e-04	2.88634050e-04	0.00000000e+00
6.13           	5.41013620e-02	4.08562030e-04	7.53644450e-04	2.75381880e-04	0.00000000e+00
6.135          	5.61992430e-02	4.09397070e-04	7.54568250e-04	2.75063580e-04	0.00000000e+00
6.14           	6.24864980e-02	4.10224040e-04	7.55482500e-04	2.78993390e-04	0.00000000e+00
6.145          	1.71868450e-01	4.11042980e-04	7.56387220e-04	2.88757810e-04	0.00000000e+00
6.15           	1.06734110e-01	4.11853840e-04	7.57282300e-04	2.90351680e-04	0.00000000e+00
6.155          	8.85312450e-02	4.12656690e-04	7.58167860e-04	2.84300980e-04	0.00000000e+00
6.16           	6.29311520e-02	4.13451500e-04	7.59043820e-04	2.80326150e-04	0.00000000e+00
6.165          	4.69695970e-02	4.14238310e-04	7.59910180e-04	2.89497960e-04	0.00000000e+00
6.17           	4.51954150e-02	4.15017090e-04	7.60766910e-04	2.91510970e-04	0.00000000e+00
6.175          	5.98707580e-02	4.15787890e-04	7.61614060e-04	2.90097790e-04	0.00000000e+00
6.18           	6.04241260e-02	4.16550740e-04	7.62451630e-04	3.05205730e-04	0.00000000e+00
6.185          	6.29640580e-02	4.17305610e-04	7.63279580e-04	2.89964610e-04	0.00000000e+00
6.19           	4.93452200e-02	4.18052530e-04	7.64097900e-04	2.90231750e-04	0.00000000e+00
6.195          	6.66324070e-02	4.18791500e-04	7.64906590e-04	3.03409640e-04	0.00000000e+00
6.2            	7.42923680e-02	4.19522520e-04	7.65705620e-04	2.95592850e-04	0.00000000e+00
